IDMunicipio,NomeMunicipio,SiglaUF
3206,Santa B?rbara,MG
3229,Santa B?rbara do Leste,MG
3393,Santa B?rbara do Monte Verde,MG
720,Santa B?rbara do Par?,PA
1774,Santa B?rbara do Sul,RS
3737,Santa B?rbara do Tug?rio,MG
535,Santa Cec?lia,SC
195,Santa Cec?lia do Pav?o,PR
1658,Santa Cec?lia do Sul,RS
1695,Santa Clara do Sul,RS
2656,Santa Cruz,RN
1399,Santa Cruz Cabr?lia,BA
2898,Santa Cruz da Baixa Verde,PE
3871,Santa Cruz da Concei??o,SP
152,Santa Cruz de Monte Castelo,PR
3470,Santa Cruz de Salinas,MG
2943,Santa Cruz do Capibaribe,PE
3551,Santa Cruz do Escalvado,MG
2346,Santa Cruz do Piau?,PI
3795,Santa Cruz do Rio Pardo,SP
1763,Santa Cruz do Sul,RS
2056,Santa Cruz do Xingu,MT
2282,Santa Cruz dos Milagres,PI
2286,Santa Filomena,PI
3472,Santa F? de Minas,MG
832,Santa F? do Araguaia,TO
238,Santa Helena,PR
3611,Santa Helena de Minas,MG
944,Santa In?s,MA
1422,Santa Isabel,SP
266,Santa Izabel do Oeste,PR
723,Santa Izabel do Par?,PA
40,Santa Leopoldina,ES
2311,Santa Luz,PI
937,Santa Luzia,MA
643,Santa Luzia D'Oeste,RO
3191,Santa Luzia do Itanhy,SE
3112,Santa Luzia do Norte,AL
948,Santa Luzia do Paru?,MA
765,Santa Luzia do Par?,PA
251,Santa L?cia,PR
3409,Santa Margarida,MG
1797,Santa Margarida do Sul,RS
1482,Santa Maria,RS
2916,Santa Maria da Boa Vista,PE
1076,Santa Maria da Vit?ria,BA
798,Santa Maria das Barreiras,PA
3506,Santa Maria de Itabira,MG
41,Santa Maria de Jetib?,ES
2944,Santa Maria do Cambuc?,PE
1780,Santa Maria do Herval,RS
292,Santa Maria do Oeste,PR
746,Santa Maria do Par?,PA
3700,Santa Maria do Salto,MG
3334,Santa Maria do Sua?u?,MG
102,Santa Maria Madalena,RJ
205,Santa Mariana,PR
153,Santa M?nica,PR
2443,Santa Quit?ria,CE
1008,Santa Quit?ria do Maranh?o,MA
897,Santa Rita,MA
3542,Santa Rita de Caldas,MG
1070,Santa Rita de C?ssia,BA
3221,Santa Rita de Ibitipoca,MG
3230,Santa Rita de Minas,MG
3325,Santa Rita do Itueto,MG
2093,Santa Rita do Novo Destino,GO
1939,Santa Rita do Pardo,MS
3353,Santa Rita do Sapuca?,MG
2047,Santa Rita do Trivelato,MT
1782,Santa Rosa,RS
3531,Santa Rosa da Serra,MG
3166,Santa Rosa de Lima,SE
2348,Santa Rosa do Piau?,PI
544,Santa Rosa do Sul,SC
865,Santa Rosa do Tocantins,TO
42,Santa Teresa,ES
1168,Santa Teresinha,BA
1534,Santa Tereza,RS
2083,Santa Tereza de Goi?s,GO
252,Santa Tereza do Oeste,PR
853,Santa Tereza do Tocantins,TO
461,Santa Terezinha,SC
2084,Santa Terezinha de Goi?s,GO
516,Santa Terezinha do Progresso,SC
819,Santa Terezinha do Tocantins,TO
3721,Santa Vit?ria,MG
1783,Santa Vit?ria do Palmar,RS
1209,Santaluz,BA
809,Santana,AP
1781,Santana da Boa Vista,RS
3671,Santana da Vargem,MG
2753,Santana de Mangueira,PB
3585,Santana de Pirapama,MG
2433,Santana do Acara?,CE
799,Santana do Araguaia,PA
2562,Santana do Cariri,CE
3400,Santana do Deserto,MG
3049,Santana do Ipanema,AL
3410,Santana do Manhua?u,MG
1010,Santana do Maranh?o,MA
2632,Santana do Matos,RN
3083,Santana do Munda?,AL
2347,Santana do Piau?,PI
2644,Santana do Serid?,RN
3163,Santana do S?o Francisco,SE
2747,Santana dos Garrotes,PB
3739,Santana dos Montes,MG
1167,Santan?polis,BA
700,Santar?m,PA
747,Santar?m Novo,PA
1785,Santiago,RS
2019,Santo Afonso,MT
1243,Santo Amaro,BA
389,Santo Amaro da Imperatriz,SC
3176,Santo Amaro das Brotas,SE
2671,Santo Ant?nio,RN
1478,Santo Ant?nio da Patrulha,RS
209,Santo Ant?nio da Platina,PR
1790,Santo Ant?nio das Miss?es,RS
1244,Santo Ant?nio de Jesus,BA
2358,Santo Ant?nio de Lisboa,PI
3835,Santo Ant?nio de Posse,SP
84,Santo Ant?nio de P?dua,RJ
3570,Santo Ant?nio do Amparo,MG
3490,Santo Ant?nio do Aventureiro,MG
2152,Santo Ant?nio do Descoberto,GO
3263,Santo Ant?nio do Itamb?,MG
3701,Santo Ant?nio do Jacinto,MG
3935,Santo Ant?nio do Jardim,SP
2025,Santo Ant?nio do Leverger,MT
3294,Santo Ant?nio do Monte,MG
3469,Santo Ant?nio do Retiro,MG
279,Santo Ant?nio do Sudoeste,PR
725,Santo Ant?nio do Tau?,PA
983,Santo Ant?nio dos Lopes,MA
2271,Santo Ant?nio dos Milagres,PI
1791,Santo Augusto,RS
1792,Santo Cristo,RS
1169,Santo Est?v?o,BA
1554,Santo Expedito do Sul,RS
2382,Santo In?cio do Piau?,PI
1787,Santo ?ngelo,RS
3927,Santos,SP
3395,Santos Dumont,MG
1247,Sapea?u,BA
1970,Sapezal,MT
1820,Sapiranga,RS
213,Sapopema,PR
95,Sapucaia,RJ
1821,Sapucaia do Sul,RS
3354,Sapuca?-Mirim,MG
2867,Sap?,PB
112,Saquarema,RJ
176,Sarandi,PR
3892,Sarapu?,SP
3336,Sardo?,MG
3202,Sarzedo,MG
3113,Satuba,AL
980,Satubinha,MA
493,Saudades,SC
1139,Sa?de,BA
578,Schroeder,SC
1279,Seabra,BA
480,Seara,SC
2329,Sebasti?o Barros,PI
1323,Sebasti?o Laranjeiras,BA
2288,Sebasti?o Leal,PI
1822,Seberi,RS
1823,Segredo,RS
1824,Selbach,RS
1940,Selv?ria,MS
3557,Sem-Peixe,MG
654,Sena Madureira,AC
999,Senador Alexandre Costa,MA
2124,Senador Canedo,GO
3401,Senador Cortes,MG
2674,Senador El?i de Souza,RN
658,Senador Guiomard,AC
960,Senador La Rocque,MA
3264,Senador Modestino Gon?alves,MG
2512,Senador Pompeu,CE
3051,Senador Rui Palmeira,AL
1647,Senador Salgado Filho,RS
2434,Senador S?,CE
229,Seng?s,PR
1108,Senhor do Bonfim,BA
3716,Senhora de Oliveira,MG
3216,Senhora dos Rem?dios,MG
1582,Sentinela do Sul,RS
1083,Sento S?,BA
1825,Serafina Corr?a,RS
3560,Sericita,MG
629,Seringueiras,RO
134,Serop?dica,RJ
496,Serra Alta,SC
3912,Serra Azul,SP
3255,Serra Azul de Minas,MG
2785,Serra Branca,PB
2669,Serra Caiada,RN
2697,Serra do Mel,RN
1101,Serra do Ramalho,BA
3724,Serra do Salitre,MG
3624,Serra dos Aimor?s,MG
1077,Serra Dourada,BA
2755,Serra Grande,PB
3809,Serra Negra,SP
2638,Serra Negra do Norte,RN
1171,Serra Preta,BA
2837,Serra Redonda,PB
2900,Serra Talhada,PE
881,Serrano do Maranh?o,MA
2160,Serran?polis,GO
3434,Serran?polis de Minas,MG
2822,Serraria,PB
1210,Serrinha,BA
2613,Serrinha dos Pintos,RN
2889,Serrita,PE
3256,Serro,MG
1140,Serrol?ndia,BA
2910,Sert?nia,PE
1826,Sert?o,RS
1652,Sert?o Santana,RS
2827,Sert?ozinho,PB
3797,Sete Barras,SP
1648,Sete de Setembro,RS
3594,Sete Lagoas,MG
1935,Sete Quedas,MS
3603,Setubinha,MG
1827,Severiano de Almeida,RS
2606,Severiano Melo,RN
405,Sider?polis,SC
1895,Sidrol?ndia,MS
2259,Sigefredo Pacheco,PI
107,Silva Jardim,RJ
1828,Silveira Martins,RS
1464,Silveiras,SP
3679,Silveir?nia,MG
682,Silves,AM
2176,Silv?nia,GO
2134,Simol?ndia,GO
3412,Simon?sia,MG
2390,Simpl?cio Mendes,PI
2388,Sim?es,PI
1253,Sim?es Filho,BA
3151,Sim?o Dias,SE
3402,Sim?o Pereira,MG
1775,Sinimbu,RS
1984,Sinop,MT
218,Siqueira Campos,PR
3022,Sirinha?m,PE
3167,Siriri,SE
1084,Sobradinho,BA
2868,Sobrado,PB
2435,Sobral,CE
3337,Sobr?lia,MG
3769,Socorro,SP
2391,Socorro do Piau?,PI
1832,Soledade,RS
3662,Soledade de Minas,MG
2901,Solid?o,PE
2513,Solon?pole,CE
2809,Sol?nea,PB
545,Sombrio,SC
1891,Sonora,MS
29,Sooretama,ES
3829,Sorocaba,SP
1978,Sorriso,MT
2801,Soss?go,PB
714,Soure,PA
2730,Sousa,PB
1126,Souto Soares,BA
1037,Sucupira do Norte,MA
497,Sul Brasil,SC
3866,Sumar?,SP
101,Sumidouro,RJ
2786,Sum?,PB
2945,Surubim,PE
2341,Sussuapara,PI
1413,Suzano,SP
2414,S?o Benedito,CE
1017,S?o Benedito do Rio Preto,MA
3020,S?o Benedito do Sul,PE
914,S?o Bento,MA
2620,S?o Bento do Norte,RN
1440,S?o Bento do Sapuca?,SP
591,S?o Bento do Sul,SC
823,S?o Bento do Tocantins,TO
2657,S?o Bento do Trair?,RN
2939,S?o Bento do Una,PE
518,S?o Bernardino,SC
1011,S?o Bernardo,MA
1436,S?o Bernardo do Campo,SP
385,S?o Bonif?cio,SC
1793,S?o Borja,RS
2322,S?o Braz do Piau?,PI
3079,S?o Br?s,AL
734,S?o Caetano de Odivelas,PA
2940,S?o Caitano,PE
494,S?o Carlos,SC
3179,S?o Crist?v?o,SE
1064,S?o Desid?rio,BA
564,S?o Domingos,SC
3234,S?o Domingos das Dores,MG
791,S?o Domingos do Araguaia,PA
766,S?o Domingos do Capim,PA
1003,S?o Domingos do Maranh?o,MA
15,S?o Domingos do Norte,ES
3500,S?o Domingos do Prata,MG
1246,S?o Felipe,BA
2637,S?o Fernando,RN
86,S?o Fid?lis,RJ
2733,S?o Francisco,MG
1794,S?o Francisco de Assis,RS
2362,S?o Francisco de Assis do Piau?,PI
88,S?o Francisco de Itabapoana,RJ
1796,S?o Francisco de Paula,RS
951,S?o Francisco do Brej?o,MA
1252,S?o Francisco do Conde,BA
611,S?o Francisco do Guapor?,RO
1035,S?o Francisco do Maranh?o,MA
2605,S?o Francisco do Oeste,RN
748,S?o Francisco do Par?,PA
2303,S?o Francisco do Piau?,PI
426,S?o Francisco do Sul,SC
1245,S?o F?lix,BA
1047,S?o F?lix de Balsas,MA
1994,S?o F?lix do Araguaia,MT
2394,S?o F?lix do Piau?,PI
1125,S?o Gabriel,BA
9,S?o Gabriel da Palha,ES
1890,S?o Gabriel do Oeste,MS
795,S?o Geraldo do Araguaia,PA
3330,S?o Geraldo do Baixio,MG
145,S?o Gon?alo,RJ
3533,S?o Gon?alo do Abaet?,MG
2449,S?o Gon?alo do Amarante,CE
3295,S?o Gon?alo do Par?,MG
2272,S?o Gon?alo do Piau?,PI
3501,S?o Gon?alo do Rio Abaixo,MG
3672,S?o Gon?alo do Sapuca?,MG
1170,S?o Gon?alo dos Campos,BA
3534,S?o Gotardo,MG
1798,S?o Jer?nimo,RS
196,S?o Jer?nimo da Serra,PR
450,S?o Joaquim,SC
3745,S?o Joaquim de Bicas,MG
2983,S?o Joaquim do Monte,PE
1801,S?o Jorge,RS
280,S?o Jorge d'Oeste,PR
606,S?o Jos?,SC
3520,S?o Jos? da Barra,MG
217,S?o Jos? da Boa Vista,PR
3021,S?o Jos? da Coroa Grande,PE
2728,S?o Jos? da Lagoa Tapada,PB
3084,S?o Jos? da Laje,AL
3326,S?o Jos? da Safira,MG
3050,S?o Jos? da Tapera,AL
3302,S?o Jos? da Varginha,MG
1383,S?o Jos? da Vit?ria,BA
1732,S?o Jos? das Miss?es,RS
2754,S?o Jos? de Caiana,PB
2739,S?o Jos? de Espinharas,PB
2687,S?o Jos? de Mipibu,RN
2716,S?o Jos? de Piranhas,PB
2762,S?o Jos? de Princesa,PB
888,S?o Jos? de Ribamar,MA
81,S?o Jos? de Ub?,RJ
2888,S?o Jos? do Belmonte,PE
2740,S?o Jos? do Bonfim,PB
2702,S?o Jos? do Brejo do Cruz,PB
68,S?o Jos? do Cal?ado,ES
2658,S?o Jos? do Campestre,RN
511,S?o Jos? do Cedro,SC
448,S?o Jos? do Cerrito,SC
2231,S?o Jos? do Divino,PI
2899,S?o Jos? do Egito,PE
1802,S?o Jos? do Herval,RS
1803,S?o Jos? do Hort?ncio,RS
1854,S?o Jos? do Inhacor?,RS
3327,S?o Jos? do Jacuri,MG
3411,S?o Jos? do Mantimento,MG
1804,S?o Jos? do Norte,RS
1806,S?o Jos? do Ouro,RS
2352,S?o Jos? do Piau?,PI
2059,S?o Jos? do Povo,MT
2050,S?o Jos? do Rio Claro,MT
3770,S?o Jos? do Rio Pardo,SP
3915,S?o Jos? do Rio Preto,SP
2767,S?o Jos? do Sabugi,PB
2696,S?o Jos? do Serid?,RN
1709,S?o Jos? do Sul,RS
129,S?o Jos? do Vale do Rio Preto,RJ
2051,S?o Jos? do Xingu,MT
1539,S?o Jos? dos Ausentes,RS
1001,S?o Jos? dos Bas?lios,MA
2782,S?o Jos? dos Cordeiros,PB
352,S?o Jos? dos Pinhais,PR
2016,S?o Jos? dos Quatro Marcos,MT
2865,S?o Jos? dos Ramos,PB
287,S?o Jo?o,PR
556,S?o Jo?o Batista,SC
2092,S?o Jo?o d'Alian?a,GO
692,S?o Jo?o da Baliza,RR
87,S?o Jo?o da Barra,RJ
3870,S?o Jo?o da Boa Vista,SP
2351,S?o Jo?o da Canabrava,PI
2230,S?o Jo?o da Fronteira,PI
3452,S?o Jo?o da Lagoa,MG
733,S?o Jo?o da Ponta,PA
3473,S?o Jo?o da Ponte,MG
1800,S?o Jo?o da Urtiga,RS
2340,S?o Jo?o da Varjota,PI
3368,S?o Jo?o das Miss?es,MG
735,S?o Jo?o de Pirabas,PA
3563,S?o Jo?o del Rei,MG
793,S?o Jo?o do Araguaia,PA
2207,S?o Jo?o do Arraial,PI
2796,S?o Jo?o do Cariri,PB
939,S?o Jo?o do Car?,MA
428,S?o Jo?o do Itaperi?,SC
2526,S?o Jo?o do Jaguaribe,CE
3407,S?o Jo?o do Manhua?u,MG
3320,S?o Jo?o do Manteninha,MG
505,S?o Jo?o do Oeste,SC
3423,S?o Jo?o do Pacu?,MG
1051,S?o Jo?o do Para?so,MA
2386,S?o Jo?o do Piau?,PI
1628,S?o Jo?o do Pol?sine,RS
2709,S?o Jo?o do Rio do Peixe,PB
1025,S?o Jo?o do Soter,MA
549,S?o Jo?o do Sul,SC
2781,S?o Jo?o do Tigre,PB
331,S?o Jo?o do Triunfo,PR
1036,S?o Jo?o dos Patos,MA
3303,S?o Jo?o Evangelista,MG
3396,S?o Jo?o Nepomuceno,MG
2359,S?o Juli?o,PI
1807,S?o Leopoldo,RS
3032,S?o Louren?o da Mata,PE
1439,S?o Louren?o da Serra,SP
499,S?o Louren?o do Oeste,SC
2323,S?o Louren?o do Piau?,PI
1808,S?o Louren?o do Sul,RS
394,S?o Ludgero,SC
2350,S?o Luis do Piau?,PI
2104,S?o Luiz do Norte,GO
1810,S?o Luiz Gonzaga,RS
889,S?o Lu?s,MA
2117,S?o Lu?s de Montes Belos,GO
2457,S?o Lu?s do Curu,CE
1449,S?o Lu?s do Paraitinga,SP
3101,S?o Lu?s do Quitunde,AL
984,S?o Lu?s Gonzaga do Maranh?o,MA
2768,S?o Mamede,PB
3765,S?o Manuel,SP
1811,S?o Marcos,RS
581,S?o Martinho,SC
1778,S?o Martinho da Serra,RS
24,S?o Mateus,ES
985,S?o Mateus do Maranh?o,MA
332,S?o Mateus do Sul,PR
2594,S?o Miguel,RN
3801,S?o Miguel Arcanjo,SP
1301,S?o Miguel das Matas,BA
1812,S?o Miguel das Miss?es,RS
2866,S?o Miguel de Taipu,PB
3145,S?o Miguel do Aleixo,SE
3552,S?o Miguel do Anta,MG
2065,S?o Miguel do Araguaia,GO
2304,S?o Miguel do Fidalgo,PI
2683,S?o Miguel do Gostoso,RN
767,S?o Miguel do Guam?,PA
628,S?o Miguel do Guapor?,RO
259,S?o Miguel do Igua?u,PR
502,S?o Miguel do Oeste,SC
2175,S?o Miguel do Passa Quatro,GO
2257,S?o Miguel do Tapuio,PI
824,S?o Miguel do Tocantins,TO
3121,S?o Miguel dos Campos,AL
3107,S?o Miguel dos Milagres,AL
1813,S?o Nicolau,RS
1881,S?o Paulo das Miss?es,RS
2672,S?o Paulo do Potengi,RN
2673,S?o Pedro,RN
110,S?o Pedro da Aldeia,RJ
1529,S?o Pedro da Serra,RS
3575,S?o Pedro da Uni?o,MG
1053,S?o Pedro da ?gua Branca,MA
1733,S?o Pedro das Miss?es,RS
1585,S?o Pedro do Buti?,RS
239,S?o Pedro do Igua?u,PR
2273,S?o Pedro do Piau?,PI
3329,S?o Pedro do Sua?u?,MG
1814,S?o Pedro do Sul,RS
3875,S?o Pedro do Turvo,SP
3553,S?o Pedro dos Ferros,MG
2587,S?o Rafael,RN
1048,S?o Raimundo das Mangabeiras,MA
1054,S?o Raimundo do Doca Bezerra,MA
2324,S?o Raimundo Nonato,PI
968,S?o Roberto,MA
3441,S?o Rom?o,MG
1423,S?o Roque,SP
3525,S?o Roque de Minas,MG
43,S?o Roque do Cana?,ES
859,S?o Salvador do Tocantins,TO
3076,S?o Sebasti?o,AL
3365,S?o Sebasti?o da Bela Vista,MG
709,S?o Sebasti?o da Boa Vista,PA
3901,S?o Sebasti?o da Grama,SP
3495,S?o Sebasti?o da Vargem Alegre,MG
2815,S?o Sebasti?o de Lagoa de Ro?a,PB
103,S?o Sebasti?o do Alto,RJ
3239,S?o Sebasti?o do Anta,MG
1481,S?o Sebasti?o do Ca?,RS
3335,S?o Sebasti?o do Maranh?o,MG
3576,S?o Sebasti?o do Para?so,MG
1228,S?o Sebasti?o do Pass?,BA
1816,S?o Sep?,RS
3778,S?o Sim?o,SP
3661,S?o Thom? das Letras,MG
3571,S?o Tiago,MG
2659,S?o Tom?,RN
1818,S?o Valentim,RS
1493,S?o Val?rio do Sul,RS
2634,S?o Vicente,RN
2775,S?o Vicente do Serid?,PB
1819,S?o Vicente do Sul,RS
916,S?o Vicente Ferrer,MA
1880,S?rio,RS
2135,S?tio d'Abadia,GO
1406,S?tio do Mato,BA
1177,S?tio do Quinto,BA
993,S?tio Novo,MA
825,S?tio Novo do Tocantins,TO
1221,S?tiro Dias,BA
2052,Tabapor?,MT
1635,Taba?,RS
2902,Tabira,PE
1071,Tabocas do Brejo Velho,BA
2527,Tabuleiro do Norte,CE
2941,Tacaimb?,PE
2922,Tacaratu,PE
2811,Tacima,PB
1944,Tacuru,MS
857,Taguatinga,TO
757,Tail?ndia,PA
3475,Taiobeiras,MG
2681,Taipu,RN
435,Tai?,SC
863,Talism?,TO
3019,Tamandar?,PE
179,Tamarana,PR
3878,Tamba?,SP
2494,Tamboril,CE
2393,Tamboril do Piau?,PI
601,Tangar?,SC
2008,Tangar? da Serra,MT
140,Tangu?,RJ
1336,Tanha?u,BA
3068,Tanque d'Arca,AL
1265,Tanque Novo,BA
1172,Tanquinho,BA
1834,Tapejara,RS
1835,Tapera,RS
1365,Tapero?,BA
1836,Tapes,RS
159,Tapira,PR
1151,Tapiramut?,BA
3846,Tapiratiba,SP
1980,Tapurah,MT
1837,Taquara,RS
3077,Taquarana,AL
1838,Taquari,RS
3900,Taquaritinga,SP
2947,Taquaritinga do Norte,PE
3851,Taquarituba,SP
3861,Taquariva?,SP
653,Tarauac?,AC
2541,Tarrafas,CE
3236,Tarumirim,MG
3832,Tatu?,SP
1420,Taubat?,SP
2506,Tau?,CE
1839,Tavares,RS
2763,Teixeira,PB
1400,Teixeira de Freitas,BA
320,Teixeira Soares,PR
3554,Teixeiras,MG
622,Teixeir?polis,RO
2458,Teju?uoca,CE
3164,Telha,SE
224,Tel?maco Borba,PR
2607,Tenente Ananias,RN
2630,Tenente Laurentino Cruz,RN
1841,Tenente Portela,RS
3898,Teodoro Sampaio,SP
1212,Teofil?ndia,BA
1384,Teol?ndia,BA
3122,Teot?nio Vilela,AL
1896,Terenos,MS
2243,Teresina,PI
2189,Teresina de Goi?s,GO
130,Teres?polis,RJ
2973,Terezinha,PE
728,Terra Alta,PA
1843,Terra de Areia,RS
1229,Terra Nova,BA
1967,Terra Nova do Norte,MT
240,Terra Roxa,PR
2036,Tesouro,MT
1845,Teut?nia,RS
3607,Te?filo Otoni,MG
625,Theobroma,RO
2415,Tiangu?,CE
2570,Tibau,RN
2695,Tibau do Sul,RN
3893,Tiet?,SP
555,Tijucas,SC
364,Tijucas do Sul,PR
2995,Timba?ba,PE
418,Timb?,SC
543,Timb? do Sul,SC
536,Timb? Grande,SC
1028,Timon,MA
1661,Tio Hugo,RS
3564,Tiradentes,MG
1856,Tiradentes do Sul,RS
3529,Tiros,MG
3152,Tobias Barreto,SE
826,Tocantin?polis,TO
846,Tocant?nia,TO
3356,Tocos do Moji,MG
372,Toledo,PR
3186,Tomar do Geru,SE
219,Tomazina,PR
758,Tom?-A?u,PA
2948,Toritama,PE
2037,Torixor?u,MT
1815,Toropi,RS
1471,Torres,RS
3842,Torrinha,SP
2682,Touros,RN
739,Tracuateua,PA
2996,Tracunha?m,PE
3080,Traipu,AL
2446,Trairi,CE
104,Trajano de Moraes,RJ
1851,Tramanda?,RS
1337,Tremedal,BA
1452,Trememb?,SP
398,Treze de Maio,SC
2125,Trindade,GO
1859,Trindade do Sul,RS
1860,Triunfo,RS
2577,Triunfo Potiguar,RN
978,Trizidela do Vale,MA
603,Trombudo Central,SC
1852,Tr?s Arroios,RS
571,Tr?s Barras,SC
253,Tr?s Barras do Paran?,PR
1849,Tr?s Cachoeiras,RS
3673,Tr?s Cora??es,MG
1853,Tr?s de Maio,RS
1847,Tr?s Forquilhas,RS
1902,Tr?s Lagoas,MS
3595,Tr?s Marias,MG
1855,Tr?s Palmeiras,RS
1857,Tr?s Passos,RS
3674,Tr?s Pontas,MG
96,Tr?s Rios,RJ
390,Tubar?o,SC
1185,Tucano,BA
805,Tucuru?,PA
943,Tufil?ndia,MA
1446,Tuiuti,SP
3338,Tumiritinga,MG
1862,Tunas,RS
353,Tunas do Paran?,PR
162,Tuneiras do Oeste,PR
994,Tuntum,MA
506,Tun?polis,SC
3640,Tupaciguara,MG
2926,Tupanatinga,PE
1805,Tupanci do Sul,RS
1864,Tupanciret?,RS
1865,Tupandi,RS
1866,Tuparendi,RS
2903,Tuparetama,PE
838,Tupiratins,TO
935,Turia?u,MA
936,Turil?ndia,MA
3257,Turmalina,MG
2451,Tururu,CE
1744,Turu?u,RS
2164,Turvel?ndia,GO
307,Turvo,PR
902,Tut?ia,MA
1186,Uau?,BA
2416,Ubajara,CE
3231,Ubaporanga,MG
1385,Ubat?,BA
3379,Uba?,MG
1302,Uba?ra,BA
3636,Uberaba,MG
3637,Uberl?ndia,MG
167,Ubirat?,PR
1562,Ubiretama,RS
3680,Ub?,MG
1127,Uiba?,BA
687,Uiramut?,RR
2197,Uirapuru,GO
2718,Uira?na,PB
785,Ulian?polis,PA
2545,Umari,CE
2616,Umarizal,RN
3187,Umba?ba,SE
1109,Umburanas,BA
3608,Umburatiba,MG
2850,Umbuzeiro,PB
2452,Umirim,CE
375,Umuarama,PR
1386,Una,BA
3517,Una?,MG
1784,Unistalda,RS
2238,Uni?o,PI
329,Uni?o da Vit?ria,PR
596,Uni?o do Oeste,SC
3085,Uni?o dos Palmares,AL
2579,Upanema,RN
1324,Urandi,BA
373,Ura?,PR
2085,Urua?u,GO
455,Urubici,SC
2453,Uruburetama,CE
3382,Urucuia,MG
678,Urucurituba,AM
1491,Uruguaiana,RS
2421,Uruoca,CE
451,Urupema,SC
626,Urup?,RO
410,Urussanga,SC
2178,Uruta?,GO
2287,Uru?u?,PI
1280,Utinga,BA
1867,Vacaria,RS
2004,Vale de S?o Domingos,MT
613,Vale do Anari,RO
1776,Vale do Sol,RS
1633,Vale Real,RS
1643,Vale Verde,RS
1213,Valente,BA
120,Valen?a,RJ
2283,Valen?a do Piau?,PI
3818,Valinhos,SP
2190,Valpara?so de Goi?s,GO
471,Vargem,SC
69,Vargem Alta,ES
3526,Vargem Bonita,MG
925,Vargem Grande,MA
3741,Vargem Grande do Rio Pardo,MG
569,Varge?o,SC
3663,Varginha,MG
2441,Varjota,CE
2165,Varj?o,GO
3532,Varj?o de Minas,MG
78,Varre-Sai,RJ
1248,Varzedo,BA
3385,Varzel?ndia,MG
127,Vassouras,RJ
3518,Vazante,MG
37,Venda Nova do Imigrante,ES
2593,Venha-Ver,RN
225,Ventania,PR
2927,Venturosa,PE
1718,Ven?ncio Aires,RS
2058,Vera,MT
1254,Vera Cruz,BA
2367,Vera Mendes,PI
1872,Veran?polis,RS
2890,Verdejante,PE
3386,Verdel?ndia,MG
1401,Vereda,BA
3265,Veredinha,MG
2949,Vertente do L?rio,PE
2950,Vertentes,PE
281,Ver?,PR
1476,Viam?o,RS
2179,Vian?polis,GO
1874,Vicente Dutra,RS
1922,Vicentina,MS
1875,Victor Graeff,RS
2997,Vic?ncia,PE
542,Vidal Ramos,SC
534,Videira,SC
3496,Vieiras,MG
2729,Vieir?polis,PB
736,Vigia,PA
2053,Vila Bela da Sant?ssima Trindade,MT
2153,Vila Boa,GO
1876,Vila Maria,RS
2374,Vila Nova do Piau?,PI
1817,Vila Nova do Sul,RS
8,Vila Pav?o,ES
2149,Vila Prop?cio,GO
10,Vila Val?rio,ES
3855,Vinhedo,SP
3609,Virgem da Lapa,MG
3339,Virgin?polis,MG
3664,Virg?nia,MG
3681,Visconde do Rio Branco,MG
1877,Vista Alegre,RS
1878,Vista Ga?cha,RS
2722,Vista Serrana,PB
434,Vitor Meireles,SC
1056,Vitorino Freire,MA
1788,Vit?ria das Miss?es,RS
3002,Vit?ria de Santo Ant?o,PE
1055,Vit?ria do Mearim,MA
3086,Vi?osa,AL
2417,Vi?osa do Cear?,CE
3491,Volta Grande,MG
3782,Votuporanga,SP
2676,V?rzea,RN
2542,V?rzea Alegre,CE
2325,V?rzea Branca,PI
3476,V?rzea da Palma,MG
1141,V?rzea do Po?o,BA
2027,V?rzea Grande,MT
1142,V?rzea Nova,BA
2345,Wall Ferraz,PI
869,Wanderl?ndia,TO
220,Wenceslau Braz,PR
1668,Westf?lia,RS
560,Xanxer?,SC
661,Xapuri,AC
484,Xavantina,SC
563,Xaxim,SC
3003,Xex?u,PE
694,?bidos,PA
786,?gua Azul do Norte,PA
1995,?gua Boa,MT
2260,?gua Branca,PI
1899,?gua Clara,MS
466,?gua Doce,SC
1006,?gua Doce do Maranh?o,MA
1,?gua Doce do Norte,ES
1152,?gua Fria,BA
2137,?gua Fria de Goi?s,GO
3004,?gua Preta,PE
1488,?gua Santa,RS
2923,?guas Belas,PE
3784,?guas da Prata,SP
490,?guas de Chapec?,SC
3610,?guas Formosas,MG
598,?guas Frias,SC
2151,?guas Lindas de Goi?s,GO
386,?guas Mornas,SC
3684,?guas Vermelhas,MG
5,?guia Branca,ES
3858,?leo,SP
1303,?rico Cardoso,BA
1520,?urea,RS
